,project_name,date,duration,emissions,emissions_rate,cpu_power,ram_power,cpu_energy,ram_energy,energy_consumed
501,projectexcecuterdataload,2022-05-17,0.0021579265594482,1.3834967354933422e-10,6.411231788384342e-08,5.0,6.0,2.826253573099772e-09,3.076791763305664e-09,5.903045336405436e-09
502,projectexcecuterdataload,2022-05-18,0.0046038627624511,3.075766883293788e-10,6.680839638356638e-08,5.0,6.0,6.193916002909343e-09,6.929636001586913e-09,1.3123552004496256e-08
503,projectexcecuterdataload,2022-05-19,0.0021350383758544,1.3808580444918742e-10,6.467602925119428e-08,5.0,6.0,2.824929025438097e-09,3.066857655843098e-09,5.891786681281196e-09
504,projectexcecuterdataload,2022-05-20,0.0022878646850585,1.4783188727166918e-10,6.461566028669356e-08,5.0,6.0,3.0345386928982203e-09,3.273089726765951e-09,6.307628419664172e-09
505,projectexcecuterdataload,2022-05-21,0.003267765045166,2.2181302209695183e-10,6.787912197820906e-08,5.0,6.0,4.4176975886027025e-09,5.046526590983073e-09,9.464224179585776e-09
506,projectexcecuterdataload,2022-05-22,0.0025198459625244,1.6254802220397527e-10,6.450712647575195e-08,5.0,6.0,3.3222966723971904e-09,3.6132335662841797e-09,6.935530238681371e-09
507,projectexcecuterdataload,2022-05-23,0.0028626918792724,1.8647008438905083e-10,6.513802122373063e-08,5.0,6.0,3.758072853088379e-09,4.198153813680013e-09,7.956226666768392e-09
508,projectexcecuterdataload,2022-05-24,0.0027277469635009,1.7828393359978992e-10,6.535941052646912e-08,5.0,6.0,3.6289294560750316e-09,3.97801399230957e-09,7.606943448384602e-09
509,projectexcecuterdataload,2022-05-25,0.0023460388183593,1.5118612918588848e-10,6.444314902326106e-08,5.0,6.0,3.0640098783704967e-09,3.3867359161376955e-09,6.450745794508192e-09
510,projectexcecuterdataload,2022-05-26,0.002748966217041,1.8062305556403267e-10,6.570581131348175e-08,5.0,6.0,3.6584006415473084e-09,4.048347473144532e-09,7.706748114691841e-09
