,energy_consumed_log_cumsum,energy_consumed_cumsum,energy_consumed_log,energy_consumed,emissions_rate_log_cumsum,emissions_rate_cumsum,emissions_rate_log,emissions_rate,emissions_log_cumsum,emissions_cumsum,emissions_log,emissions,duration_log_cumsum,duration_cumsum,duration_log,duration,timestamp,date
226,2.9635074485340662,19.365777240859142,-1.1773623054711921,0.3080903159247504,7.371624084124173,1590.2143288109833,3.031163177901556,20.72132115989134,3.815238325709758,45.387572119401575,-0.32563142829549985,0.7220712734328378,6.458490459053099,638.0970954895015,2.316726798288264,10.142421722412099,1647561600.0,2022-03-18
229,2.98036757663076,19.69505475627052,-1.1108543718843045,0.32927751541137706,7.384569021889692,1610.933368344182,3.031053061741535,20.719039533198938,3.8320984538064513,46.159299832271216,-0.2591234947086128,0.7717277128696443,6.475337750332024,648.9383697509761,2.383360540899379,10.8412742614746,1647648000.0,2022-03-19
232,2.992657820338137,19.938605361514625,-1.412430533640878,0.2435506052441067,7.396962256513008,1631.0222696498768,3.000167488714874,20.088901305694673,3.8443886975138284,46.73010938578183,-0.5606996564651863,0.5708095535106129,6.487834668808004,657.0989847183223,2.099319529781683,8.16061496734617,1647734400.0,2022-03-20
235,3.0048825170364637,20.183844698799984,-1.4055206584018551,0.24523933728535974,7.409474003500965,1651.557404941359,3.022137335722939,20.535135291482224,3.856613394212155,47.304876820577526,-0.5537897812261634,0.5747674347956976,6.500068743614753,665.1873588562007,2.0904277390407664,8.0883741378784,1647820800.0,2022-03-21
238,3.0181288814150244,20.452985896004574,-1.312519140419031,0.26914119720458984,7.421920080123035,1672.2412643970424,3.029353659678339,20.683859455683518,3.8698597585907164,47.935663044465926,-0.460788263243339,0.6307862238883974,6.513340613586759,674.0744829177852,2.1846034945536292,8.88712406158446,1647907200.0,2022-03-22
241,3.032376215199331,20.74647214677599,-1.225924486564548,0.2934862507714166,7.43421661170737,1692.9309770762366,3.029636604720194,20.68971267919416,3.884107092375023,48.6235067703989,-0.37419360938885615,0.687843725932969,6.527613254153433,683.7642908096309,2.2710746003032263,9.68980789184568,1647993600.0,2022-03-23
244,3.047604621969612,21.064825720257232,-1.1445926475742754,0.3183535734812418,7.446460786950107,1713.786942119265,3.0376400005187696,20.85596504302843,3.899335499145304,49.369632040566884,-0.2928617703985834,0.7461252701679866,6.542840590740407,694.2558765411372,2.350573576999632,10.49158573150634,1648080000.0,2022-03-24
247,3.057077756633512,21.26532382435269,-1.6069504881632177,0.200498104095459,7.458488816280765,1734.5248900297643,3.0319652543429476,20.737947910499308,3.908808633809204,49.839539447135415,-0.7552196109875254,0.46990740656852753,6.552328732586124,700.8744239807124,1.8898759258690767,6.61854743957518,1648166400.0,2022-03-25
250,3.067048952154639,21.47842519813114,-1.5459872932608547,0.21310137377844918,7.470302454390863,1755.1374543340614,3.0259008075556717,20.612564304297237,3.918779829330331,50.33898513685997,-0.694256416085163,0.4994456897245514,6.562314392310816,707.908177375793,1.9507204744495146,7.0337533950805495,1648252800.0,2022-03-26
253,3.0818815192002194,21.799379785855614,-1.1364556371234458,0.32095458772447377,7.482030402381107,1775.8427933584505,3.0303915908982066,20.705339024389065,3.9336123963759118,51.09120640410982,-0.2847247599477539,0.7522212672498493,6.577126375137202,718.4717416763301,2.357410749788152,10.5635643005371,1648339200.0,2022-03-27
