,energy_consumed_log_cumsum,energy_consumed_cumsum,energy_consumed_log,emissions_rate_log_cumsum,emissions_rate_cumsum,emissions_rate_log,emissions_log_cumsum,emissions_cumsum,emissions_log,duration_log_cumsum,duration_cumsum,duration_log,timestamp,project_name,duration,emissions,emissions_rate,energy_consumed,date
117,2.061769914776842,7.859868804613749,-1.3622833642766927,5.603709432301549,271.4313986982142,1.9667906371641541,2.9135007919525333,18.42117451737324,-0.510552487101001,5.552463836037642,257.87212848663324,2.1278270617229356,1644192000.0,XGBoost model,8.396601676940909,0.600163904382123,7.147700075261605,0.2560753954781427,2022-02-07
120,2.0869827242402565,8.060557511117723,-1.6060002952963537,5.629688007554598,278.5751907184941,1.9662437306476115,2.938713601415948,18.891528638806605,-0.7542694181206618,5.577675734544608,264.45622444152826,1.8846570372198181,1644278400.0,XGBoost model,6.5840959548950195,0.4703541214333641,7.143792020279931,0.20068870650397408,2022-02-08
123,2.1103574227505653,8.251189920637342,-1.6574082627647466,5.654996657168328,285.71552762600186,1.9657599611637269,2.9620882999262568,19.338313816997736,-0.8056773855890547,5.60106078786424,270.71342468261713,1.8337328392353087,1644364800.0,XGBoost model,6.25720024108886,0.44678517819113206,7.140336907507746,0.1906324095196194,2022-02-09
126,2.129273613736641,8.40875658724043,-1.847906630254557,5.6796767351163275,292.85474496415026,1.9656031538373384,2.9810044909123325,19.707602813515393,-0.9961757530788651,5.6199881229095725,275.8861064910888,1.643391279071888,1644451200.0,XGBoost model,5.17268180847168,0.3692889965176583,7.1392173381484,0.15756666660308838,2022-02-10
129,2.1491000659636965,8.57713606622484,-1.7815350433617103,5.70377420675626,299.9975196402714,1.9661013109631411,3.000830943139388,20.102233798411152,-0.9298041661860184,5.639816248629534,281.4110040664672,1.7092647088389303,1644537600.0,XGBoost model,5.52489757537841,0.39463098489575926,7.1427746761211175,0.16837947898440891,2022-02-11
132,2.170574229545695,8.76331475045946,-1.6810483984869944,5.7273025427087525,307.13965385685674,1.966011641572739,3.0223051067213866,20.53858078065183,-0.8293175213113029,5.661294093025315,287.52048015594477,1.809841023104048,1644624000.0,XGBoost model,6.10947608947753,0.4363469822406769,7.142134216585368,0.1861786842346192,2022-02-12
135,2.198119610630117,9.008058905601501,-1.407541878788061,5.750294553657788,314.28321992514526,1.9662121010083131,3.0498504878058084,21.112187657058236,-0.5558110016123692,5.688838634549864,295.5501794815063,2.083147083367409,1644710400.0,XGBoost model,8.02969932556152,0.5736068764064047,7.143566068288515,0.2447441551420424,2022-02-13
138,2.2212164860688888,9.218538271056282,-1.558367657007686,5.772774669845866,321.4283540473742,1.966431582686256,3.0729473632445803,21.605488145874602,-0.7066367798319941,5.711929813061369,302.4541854858398,1.9321018234698406,1644796800.0,XGBoost model,6.904006004333491,0.49330048881636734,7.1451341222289395,0.21047936545477974,2022-02-14
141,2.2395818044927998,9.389403859774273,-1.7668780624526783,5.794757916379482,328.57263230083004,1.9663117920676292,3.0913126816684913,22.005945826152956,-0.9151471852769865,5.730292874090321,308.05947780609125,1.723711208643475,1644883200.0,XGBoost model,5.60529232025146,0.4004576802783542,7.1442782534558145,0.17086558871799046,2022-02-15
144,2.264002226346806,9.62151971128252,-1.4605186720051768,5.816274240251454,335.71891261704457,1.9665919858420053,3.1157331035224973,22.549955747332834,-0.6087877948294849,5.754703599921011,315.67196846008295,2.0297904053166005,1644969600.0,XGBoost model,7.6124906539916894,0.5440099211798775,7.146280316214505,0.23211585150824654,2022-02-16
147,2.290926570573331,9.884091748131649,-1.3372298085064953,5.837340263057942,342.8661929573451,1.966731912360208,3.1426574477490226,23.165345830096136,-0.4854989313308034,5.78161380925014,324.2820978164672,2.152939342297079,1645056000.0,XGBoost model,8.61012935638427,0.6153900827633011,7.147280340300567,0.2625720368491279,2022-02-17
150,2.3158457506924086,10.133489701482988,-1.3887054520596134,5.857972226086322,350.01367532815885,1.966760178728424,3.1675766278681,23.749859813365667,-0.5369745748839213,5.806519546484978,332.4599981307983,2.101435432375746,1645142400.0,XGBoost model,8.177900314331051,0.5845139832695326,7.147482370813728,0.2493979533513387,2022-02-18
153,2.3320106386629194,10.298627548747596,-1.8009747158982907,5.878168882642781,357.1546504953556,1.9658493450643209,3.1837415158386104,24.136893385999727,-0.9492438387225987,5.822690495542865,337.8798961639404,1.6900770022011715,1645228800.0,XGBoost model,5.41989803314209,0.38703357263406124,7.140975167196739,0.16513784726460773,2022-02-19
156,2.346310545095762,10.446954965591434,-1.9083331727255266,5.897958781048421,364.29310642867415,1.9654964971270878,3.1980414222714533,24.484528352856632,-1.0566022955498349,5.83700069518024,342.74978637695307,1.5830713933111675,1645315200.0,XGBoost model,4.86989021301269,0.34763496685690354,7.138455933318538,0.14832741684383818,2022-02-20
159,2.3710308808715235,10.708425707287262,-1.3414328881773425,5.917387010291404,371.4398761543983,1.9666604680075859,3.222761758047215,25.097337330169143,-0.4897020110016507,5.861710056449478,351.3244152069091,2.1488077069788547,1645401600.0,XGBoost model,8.574628829956051,0.612808977312512,7.146769725724126,0.261470741695828,2022-02-21
162,2.3901508629932975,10.915140509605411,-1.5764152022888098,5.936444811245791,378.5865873749468,1.9666522817336018,3.2418817401689886,25.58181481236219,-0.7246843251131182,5.880821889334836,358.1034421920776,1.9138335791413703,1645488000.0,XGBoost model,6.77902698516845,0.4844774821930462,7.14671122054852,0.2067148023181492,2022-02-22
165,2.41610153730122,11.202103098233545,-1.2484034249313136,5.955143405823907,385.73222295911523,1.9665017625226098,3.267832414476911,26.254369031329944,-0.39667254775562194,5.906765603807803,367.5155401229858,2.241995875709859,1645574400.0,XGBoost model,9.4120979309082,0.6725542189677558,7.145635584168415,0.28696258862813323,2022-02-23
