duration,emissions,emissions_rate,cpu_power,ram_power,cpu_energy,ram_energy,energy_consumed
3135.9048604965164,222.30557823131807,75.11438720334712,5475.0,6570.0,43.40312944518196,51.77620649337769,95.17933593855965
